codigo_depto;codigo_provincia;departamento;municipio;codigo;anno;pob_total;formal_rate;vacancy_rate;ruralidad;t_crea;altura;areakm2;gandina;gcaribe;gpacifica;gorinoquia;gamazonia;pruralpet;pmujerpet;pdependiente;salario_bas;pregimen_subsidiado;regimen_subsidiado;promleccri;prommatema;promglobal;vab;va_actividad_primaria;va_actividad_secundaria;va_actividad_terciaria;vabpc;pprimary;psecondary;pterciary;distancia_mercado;disbogota;dismdo;pgroup1;pgroup2;pgroup3;pgroup4;pgroup5;pgroup6;num_obser_freq;num_obser_freq_adj;informales_freq;informales_freq_adj;ocupados_freq;ocupados_freq_adj;informalidad;informalidad_adj;informalidad_adj_var;fharcsin_est;Low;Up;fh_benchmark;MERF_resultados;lisa_clusters;lisa_clusters_nombres
5;562;Antioquia;Alejandría;5021;2016;4620;8.832972583;0.12987013;48.18181818;109;1750.0;151;1;0;0;0;0;55.1612155;42.89028068;82.47671611;685791.6667;63.48484848;2933.0;51.67857143;49.57142857;253.1785714;46.56046634;7.480471715;4.250006333;34.82998829;1.007802302;16.06614431;9.12792905;74.80592663;15.52927589;241.826004;61.11421585;16.37931034;36.20689655;20.04310345;14.60869565;38.13043478;21.43478261;;;;;;;;;;76.41406251;74.51063397;78.2704194;59.1212405;76.32214664;0.0;
5;562;Antioquia;Alejandría;5021;2021;4845;8.672170623;0.474716202;42.7244582;114;1750.0;151;1;0;0;0;0;49.92332968;43.83351588;78.98527005;905982.1667;60.24767802;2919.0;48.59459305;46.56756592;232.1081085;67.95433267;12.24806762;4.684220488;51.02204456;1.402566206;18.02396866;6.893188858;75.08284249;15.52927589;241.826004;61.11421585;14.44582814;37.52594438;23.45371523;12.93103448;38.34154351;25.61576355;;;;;;;;;;73.25284654;71.07108891;75.4134597;73.1410457;73.16433276;0.0;
5;585;Antioquia;Amagá;5030;2011;28354;9.588006395;;54.29216336;99;1400.0;85;1;0;0;0;0;62.75295035;42.05975121;70.82057239;533883.3333;37.77597517;10711.0;44.51162162;43.75273273;209.6066066;216.9485236;21.87170137;46.64699086;148.4298314;0.765142568;10.08151658;21.50140968;68.41707374;24.32169533;247.8562775;29.87885666;17.85255953;39.68344503;15.85626693;17.07844779;42.22501396;16.15019542;;;;;;;;;;70.86350699;68.83242582;72.8822429;53.8522461;68.5277373;2.0;LL
5;585;Antioquia;Amagá;5030;2016;29394;12.74721599;0.96958563;53.28978703;104;1400.0;85;1;0;0;0;0;62.1836326;41.96894593;59.91326804;685696.25;31.54385249;9272.0;51.81494662;47.48398577;248.8007117;358.0895408;56.14430079;95.59969887;206.3455412;1.218240256;15.67884408;26.69714917;57.62400675;24.32169533;247.8562775;29.87885666;17.87543253;41.01730104;19.03806228;16.56183084;43.02061028;19.92773019;;;;;;;;;;61.21884853;58.61530575;63.492442;47.364767;59.4359638;2.0;LL
5;585;Antioquia;Amagá;5030;2021;31548;19.40587887;2.944719158;49.89539749;109;1400.0;85;1;0;0;0;0;59.07124139;42.28167469;57.91021812;905965.75;29.2094586;9215.0;49.78189468;46.61317062;230.4567871;635.9258576;43.4813357;293.7820844;298.6624375;2.015740641;6.837485091;46.19753716;46.96497775;24.32169533;247.8562775;29.87885666;16.10382902;42.3581068;21.34047911;14.91189839;43.30365482;22.89396675;;;;;;;;;;51.18659972;48.85236875;53.4550128;51.1084771;55.44117699;2.0;LL
5;556;Antioquia;Amalfi;5031;2011;24156;5.137094994;;46.74615002;168;1500.0;1224;1;0;0;0;0;53.52673759;43.57688522;88.59923995;533883.3333;62.70077827;15146.0;43.24901186;41.40316206;207.7312253;444.9915244;33.18756371;38.79205959;373.0119011;1.842157329;7.458021532;8.717482798;83.82449567;39.87382889;299.7282104;105.130867;18.62817666;35.43876964;14.06365655;18.56297408;37.46770026;12.7531883;219.0;83298.0;80.0;30263.0;89.0;33615.0;89.88764045;90.02826119;0.108925684;89.30426291;84.80790515;93.0318611;67.8661747;87.27727832;0.0;
5;556;Antioquia;Amalfi;5031;2016;25194;7.657907968;0.107168373;44.82019528;173;1500.0;1224;1;0;0;0;0;52.17204854;43.58677473;76.21769535;685696.25;63.39207748;15971.0;48.97796143;46.74931129;236.8870523;663.8822804;83.86725289;52.77962654;527.2354009;2.635080894;12.63285004;7.950148407;79.41700156;39.87382889;299.7282104;105.130867;19.22316272;36.80879677;16.01930227;18.66486099;39.50450092;15.0322632;195.0;974709.0;56.0;29023.0;76.0;37820.0;73.68421;76.73982;0.253028516;76.52656667;70.6993917;81.5582968;59.2082845;76.47921209;0.0;
5;556;Antioquia;Amalfi;5031;2021;27155;9.872337814;0.799116185;41.25943657;178;1500.0;1224;1;0;0;0;0;48.67921544;43.94969946;73.11569045;905965.75;63.92561223;17359.0;50.31229401;47.8803978;235.4784088;973.8570673;78.93194092;58.6669966;836.2581298;3.586290065;8.105084778;6.024189645;85.87072558;39.87382889;299.7282104;105.130867;17.39386359;38.59171511;18.12964462;16.86080802;40.57800059;17.62017104;193.0;1041299.0;55.0;356277.0;74.0;495229.0;74.32433;71.94187;0.342208031;72.20954318;65.8638143;78.1155564;72.0993347;72.35107324;0.0;
5;585;Antioquia;Andes;5034;2011;42173;5.881922873;;55.45016954;158;1350.0;449;1;0;0;0;0;62.39238896;40.64273136;74.90524492;533883.3333;69.30737676;29229.0;46.42812741;45.37391892;216.1447876;349.4210986;77.76845069;45.64461254;226.0080353;0.828542192;22.25636947;13.062924;64.68070654;44.38963699;239.1982574;76.31037903;18.1121864;38.88455717;15.95193322;16.81885125;40.48109966;16.38193422;211.0;82134.0;95.0;37610.0;103.0;40410.0;92.23300971;93.07102202;0.058560149;92.28675285;88.60688328;95.1620778;70.1326979;88.23242839;0.0;
5;585;Antioquia;Andes;5034;2016;42683;7.090059274;0.705198791;53.81299346;163;1350.0;449;1;0;0;0;0;60.79666534;40.56623656;67.33999722;685696.25;68.03645479;29040.0;52.34518828;49.42887029;252.8033473;659.229583;144.017961;206.5512135;308.6604085;1.54447809;21.84640445;31.33221246;46.82138309;44.38963699;239.1982574;76.31037903;18.38235294;39.4426289;18.64560639;16.60452278;40.42903491;20.10072151;211.0;1061287.0;90.0;38895.0;110.0;46842.0;81.81818;83.03445;0.165250793;82.48641926;77.52721398;86.6673727;63.8193975;77.95713367;0.0;
5;585;Antioquia;Andes;5034;2021;44983;8.097318246;0.58688838;50.10559545;168;1350.0;449;1;0;0;0;0;57.40364664;40.62955278;64.73151394;905965.75;62.44803592;28091.0;51.97715759;48.86294556;244.0152283;710.8239677;173.8573749;146.1211407;390.8454521;1.580205784;24.45856961;20.55658606;54.98484433;44.38963699;239.1982574;76.31037903;16.81894222;40.74979625;21.06549994;14.96538994;40.78449469;23.32256576;162.0;845876.0;63.0;474712.0;75.0;552069.0;84.0;85.9878;0.179939088;84.60958711;79.69102371;89.0285036;84.4804533;82.06221439;0.0;
5;585;Antioquia;Angelópolis;5036;2011;5801;5.87255071;;65.48870884;115;1950.0;87;1;0;0;0;0;72.08750212;40.44429371;78.45823261;533883.3333;60.42061713;3505.0;45.14666667;39.92;206.6933333;45.36683012;6.308587306;5.277510274;33.78073255;0.78205189;13.90572647;11.63297118;74.46130235;19.25767708;257.5822449;19.25767708;16.65519615;36.1321404;20.02752925;16.13126079;39.5164076;18.58376511;;;;;;;;;;81.37258301;79.61504174;83.1869179;61.8385479;85.21705214;2.0;LL
5;585;Antioquia;Angelópolis;5036;2016;5781;8.519287321;0.328662861;63.55301851;120;1950.0;87;1;0;0;0;0;71.18588697;40.26461941;68.56403622;685696.25;46.7566165;2703.0;51.40909091;48.09090909;247.0757576;67.22802434;24.62292497;5.955113526;36.64998584;1.162913412;36.62598331;8.858082004;54.51593468;19.25767708;257.5822449;19.25767708;16.55720705;38.71413757;21.11994469;17.03601108;39.61218837;21.36426593;;;;;;;;;;72.55934205;70.69570044;74.5831406;56.1388594;66.58832591;2.0;LL
5;585;Antioquia;Angelópolis;5036;2021;5963;9.173234949;0.654033205;58.46050646;125;1950.0;87;1;0;0;0;0;66.76684593;40.57260361;66.59164791;905965.75;42.96495053;2562.0;40.72727203;43.0;203.2727203;72.231095;13.05712961;4.766419567;54.40754582;1.211321399;18.07688172;6.598847168;75.32427111;19.25767708;257.5822449;19.25767708;14.90496832;39.54651551;23.74124708;15.45209177;39.64237517;25.06747638;;;;;;;;;;68.63402739;66.56184623;70.799808;68.529276;65.45942597;2.0;LL
