codigo,informalidad_2005
27099,95.74468231201172
27135,96.15384674072266
27150,90.86294555664062
27160,98.0077133178711
27205,92.36640930175781
27245,82.78985595703125
27250,96.6392822265625
27361,95.19857025146484
27372,100.0
27413,95.81217956542969
27425,99.68051147460938
27430,99.1169204711914
27450,94.41340637207031
27491,97.2602767944336
27495,90.23397827148438
27580,96.81648254394531
27600,98.85356903076172
27615,93.90625
27660,88.88888549804688
27745,97.40708923339844
27787,93.77008819580078
27800,97.05882263183594
27810,98.78787994384766
41001,69.75338745117188
41006,98.0568618774414
41013,92.28121948242188
41016,87.0684585571289
41020,98.29749298095703
41026,87.67676544189453
41078,87.0828857421875
41132,89.62981414794922
41206,97.32855224609375
41244,93.7701416015625
41298,90.83618927001953
41306,93.93264770507812
41319,95.26899719238281
41349,95.0186767578125
41357,95.48065948486328
41359,98.09710693359375
41378,96.04766082763672
41396,95.75343322753906
41483,94.22969055175781
41503,95.82254791259766
41518,93.17329406738281
41524,89.25445556640625
41530,98.67283630371094
41548,96.27310943603516
41551,95.29664611816406
41615,89.6895751953125
41660,97.22467041015625
41668,95.28274536132812
41676,96.59268188476562
41770,97.13858795166016
41791,96.70523071289062
41797,92.0
41799,96.73844146728516
41801,94.44673156738281
41807,94.34756469726562
41872,93.77669525146484
41885,83.58458709716797
44001,85.93649291992188
44035,79.3871078491211
44078,88.06104278564453
44090,96.82012176513672
44098,92.37147521972656
44110,95.20500183105469
44279,85.28781127929688
44378,79.27558135986328
44420,96.06127166748047
44430,95.57962799072266
44560,95.11407470703125
44650,92.42472839355469
44847,94.67796325683594
44855,87.81581115722656
44874,88.85065460205078
47001,77.84384155273438
47030,97.85688018798828
47053,87.97440338134766
47058,95.90916442871094
47161,97.60273742675781
47170,98.8735580444336
47189,89.72490692138672
47205,98.31521606445312
47245,94.79473876953125
47258,97.02579498291016
47268,91.4168472290039
47288,88.87625122070312
47318,91.66666412353516
47460,99.93295288085938
47541,98.27017974853516
47545,96.1712875366211
47551,94.57413482666016
47555,96.68256378173828
47570,95.53911590576172
47605,98.74786376953125
47660,98.65906524658203
47675,96.2274169921875
47692,95.55400848388672
47703,94.36090087890625
47707,96.59651947021484
47720,99.76274871826172
47745,98.92731475830078
47798,98.7735824584961
47960,98.25218200683594
47980,90.61277770996094
50001,74.16178894042969
50006,86.57511901855469
50110,77.34530639648438
50124,90.90121459960938
50150,81.05086517333984
50223,95.38922119140625
50226,83.61175537109375
50245,92.28611755371094
50251,97.47757720947266
50270,99.063232421875
50287,92.82281494140625
50313,89.56263732910156
50318,86.72383880615234
50325,99.19355010986328
50330,95.6552734375
