codigo,anno,MERF_resultados_repro
17873,2016,49.83160357066579
18001,2016,66.12711468533354
18150,2016,87.58948910266692
18205,2016,86.02383284833344
18247,2016,81.9043564859999
18256,2016,86.39419439500021
18410,2016,85.63132328300004
18460,2016,87.31440765833347
18592,2016,86.18722324666693
18610,2016,86.10155184866663
18753,2016,80.8277789039999
19001,2016,60.510921192333385
19100,2016,90.66404616033329
19110,2016,85.33976793299978
19130,2016,92.6505477146668
19142,2016,65.8626665769996
19212,2016,83.50935163233304
19256,2016,89.33896847166676
19290,2016,86.59741086200007
19318,2016,81.79249862933325
19355,2016,90.91912118800022
19397,2016,89.2257608676666
19450,2016,90.9197291596669
19473,2016,91.46792983433376
19532,2016,87.70205852333345
19548,2016,89.27361114300042
19573,2016,60.56874435699979
19622,2016,89.20079566300002
19698,2016,70.797477613667
19743,2016,91.62488190166688
19760,2016,85.20359339699941
19821,2016,92.26084026266693
19824,2016,89.32721734566682
19845,2016,57.77976366633296
20001,2016,66.54610656733327
20011,2016,70.57465095166657
20013,2016,79.26243934400023
20045,2016,77.1388244326666
20060,2016,77.12169446733361
20175,2016,82.78441032299972
20517,2016,84.18768494266655
20621,2016,82.20731301400005
20770,2016,72.26461344699989
20787,2016,86.03701595233329
23001,2016,70.08832710233357
23068,2016,86.37427202466675
23162,2016,77.53083282933316
23182,2016,89.42303716033362
23189,2016,80.21630504933289
23300,2016,90.34314107900006
23417,2016,84.96946298299999
23419,2016,92.22172221033368
23466,2016,75.13864399333353
23500,2016,87.48830860933322
23555,2016,76.45871056766646
23660,2016,86.68349375766694
23670,2016,84.13941135166662
23672,2016,80.94000912566685
23675,2016,89.51051949300013
23807,2016,85.21419549566679
23855,2016,87.04626225966713
25035,2016,65.47590850566631
25040,2016,78.559693716
25126,2016,38.04318402699975
25175,2016,44.536090159666685
25178,2016,77.68915495400049
25183,2016,73.33361745966658
25260,2016,48.047037541999195
25269,2016,42.33136381033314
25286,2016,37.71990066033309
25290,2016,65.16382394296963
25307,2016,62.1977222893334
25322,2016,46.719532212332254
25386,2016,73.43945057000046
25398,2016,81.39840854700005
25426,2016,90.67103877866735
25430,2016,40.172491701666324
25436,2016,77.3854569823326
25473,2016,45.17985883066679
25489,2016,75.80763157166636
25592,2016,73.76382073333278
25599,2016,80.2592564983336
25662,2016,80.43808730166694
25740,2016,58.5554280860002
25743,2016,81.68195083933333
25754,2016,50.077139690666954
25785,2016,53.85974957500027
25845,2016,87.62053304333381
25875,2016,70.5571582023337
25899,2016,50.689687521969624
27001,2016,69.89829305499994
27073,2016,86.76031856166689
27075,2016,82.07723536266633
27077,2016,79.68189290699992
27245,2016,70.50542808233199
27361,2016,79.85442595133351
27372,2016,78.69930268733327
27425,2016,87.94520655300023
27450,2016,83.4328845929999
27495,2016,80.22322099500039
27615,2016,83.5129617979991
27787,2016,83.55359840833313
27800,2016,85.5311413350002
27810,2016,81.43490590499984
41001,2016,59.83254943066648
41013,2016,83.88474823933336
41016,2016,78.19733175933357
41078,2016,84.19449200300033
41244,2016,86.61155795900012
41298,2016,74.48813495866655
41306,2016,80.75145963600005
41396,2016,77.25879998066658
41524,2016,74.30260263966653
41551,2016,75.5222111410003
41660,2016,86.90036889166672
41668,2016,90.9666792873337
41872,2016,84.02575869333342
44001,2016,70.37349197499991
44078,2016,77.37451367600043
44090,2016,79.40379041966658
44110,2016,86.52699898200012
44378,2016,73.45760884499946
44430,2016,80.06556895500012
44560,2016,85.9912282370003
44650,2016,74.97817075399958
44847,2016,83.62085687866696
44874,2016,84.61099687200057
47001,2016,65.44101251233315
47053,2016,76.76464020466642
47058,2016,84.81432688333305
47189,2016,79.74250141700047
47205,2016,90.00119192200026
47245,2016,85.5267068953335
47288,2016,74.387379553
47570,2016,86.20053896566672
47660,2016,86.2241590803332
47692,2016,86.5592090923332
47980,2016,72.04179598766584
50001,2016,59.06349184066678
50006,2016,63.54523911033375
50150,2016,56.86120838666602
50287,2016,81.1115559013331
50313,2016,70.99880885800019
