codigo,anno,fharcsin_est_repro,Low_repro,Up_repro,gamma,sampled
5591,2011,70.07535216863235,51.928555284912115,88.22214905235259,0.999675053095414,TRUE
5604,2011,81.19632959520816,66.20797974471347,96.18467944570284,0.999691932034457,TRUE
5607,2011,63.894361113788335,40.43282300196273,87.35589922561394,0.9994877092754726,TRUE
5615,2011,37.94834097179625,15.196434425850185,60.70024751774231,0.9997925616781381,TRUE
5628,2011,91.91117939841365,91.182464806955693,92.63989398987161,0,FALSE
5631,2011,37.06252429768084,15.396394053009324,58.72865454235235,0.9995829551662118,TRUE
5642,2011,87.43074777076852,86.593548597416,88.26794694412104,0,FALSE
5647,2011,82.27146830651046,66.0957817897812,98.44715482323971,0.9997577644849915,TRUE
5649,2011,80.17890807483813,78.42419617996197,81.9336199697143,0,FALSE
5652,2011,90.13221359222923,89.38692762944122,90.87749955501725,0,FALSE
5656,2011,77.94742956640587,76.25518346162131,79.63967567119043,0,FALSE
5658,2011,80.67894765890043,79.7436853864252,81.61420993137565,0,FALSE
5659,2011,96.66945469886893,95.86121081797367,97.4776985797642,0,FALSE
5660,2011,84.79113876813729,83.73146958718185,85.85080794909273,0,FALSE
5664,2011,62.35217811145548,59.096831152903,65.60752507000797,0,FALSE
5665,2011,94.83967502031032,94.05584423803249,95.62350580258816,0,FALSE
5667,2011,81.4586070602536,80.26938811394318,82.64782600656402,0,FALSE
5670,2011,82.76268690442198,81.48359962760216,84.0417741812418,0,FALSE
5674,2011,87.29540381772674,86.3563403683933,88.23446726706017,0,FALSE
5679,2011,72.95167848388562,56.34939843431853,89.5539585334527,0.999759131487659,TRUE
5686,2011,71.53223504634941,70.01638346174524,73.04808663095359,0,FALSE
5690,2011,82.48620212026839,81.15921564658036,83.81318859395641,0,FALSE
5697,2011,76.04279017775366,74.62619842927738,77.45938192622994,0,FALSE
5736,2011,82.2002174648521,81.12443858893806,83.27599634076614,0,FALSE
5756,2011,81.68478076716819,79.1621634857321,84.20739804860429,0,FALSE
5761,2011,82.78186794123273,81.59980523624169,83.96393064622377,0,FALSE
5789,2011,81.12795489093475,79.84712968802283,82.40878009384666,0,FALSE
5790,2011,90.97771113072983,84.8648269184615,97.09059534299816,0.9998033754522277,TRUE
5792,2011,83.85511007292394,82.73896066191352,84.97125948393435,0,FALSE
5809,2011,56.40581376345477,37.54708639722277,75.26454112968678,0.999807879417138,TRUE
5819,2011,87.45006437688221,86.36824667851054,88.53188207525388,0,FALSE
5837,2011,78.22214453656024,62.27618350411222,94.16810556900826,0.9998913677227388,TRUE
5842,2011,89.6483212184156,88.86939773148815,90.42724470534306,0,FALSE
5847,2011,88.6559728152323,74.34821160629636,100,0.9996458908357579,TRUE
5854,2011,94.23963594562605,93.4231537540638,95.05611813718829,0,FALSE
5856,2011,79.6237531036858,78.34001310268377,80.90749310468783,0,FALSE
5858,2011,89.23376804765817,88.39170387028577,90.07583222503058,0,FALSE
5861,2011,80.33677430077549,79.33926018248741,81.33428841906357,0,FALSE
5873,2011,92.46480429630438,91.73224808364444,93.19736050896432,0,FALSE
5885,2011,84.8126215984088,83.86636847122587,85.75887472559172,0,FALSE
5887,2011,64.17075560297553,47.45558896340224,80.88592224254882,0.9996672698259534,TRUE
5890,2011,84.89225283858445,83.50871229580767,86.27579338136124,0,FALSE
5893,2011,75.26109271548304,59.41137332839134,91.11081210257474,0.9998219052119645,TRUE
5895,2011,90.74448594855235,78.10458994476271,100,0.9998259496810795,TRUE
8001,2011,69.26093782912197,49.56873944126946,88.95313621697449,0.9999848803335772,TRUE
8078,2011,86.86724600142817,69.75398152144206,100,0.9997020353935434,TRUE
8137,2011,92.44342799012635,91.70655515719028,93.18030082306242,0,FALSE
8141,2011,91.78737871786504,91.04123766855393,92.53351976717614,0,FALSE
8296,2011,76.26795202479991,74.06633399108206,78.46957005851776,0,FALSE
8372,2011,85.30689275309058,84.33454276952918,86.27924273665198,0,FALSE
8421,2011,82.95313290414146,68.35580832768552,97.55045748059739,0.9997323232049511,TRUE
8433,2011,72.75217212020299,53.669200659349045,91.83514358105693,0.9998696569958703,TRUE
8436,2011,87.89791281488888,87.05564656964292,88.74017906013485,0,FALSE
8520,2011,84.59549285940518,83.34819614626042,85.84278957254995,0,FALSE
8549,2011,89.84685879232202,76.51630074259177,100,0.9992707875833999,TRUE
8558,2011,80.7036812579651,63.94977193007938,97.45759058585082,0.9997349161414212,TRUE
8560,2011,89.19983216543376,88.3514446202326,90.04821971063492,0,FALSE
8573,2011,74.05674169429301,55.79090930866296,92.32257407992306,0.999719338635629,TRUE
8606,2011,90.08005990399901,89.31299264847442,90.84712715952361,0,FALSE
8634,2011,79.66321868834517,61.29864298929898,98.02779438739135,0.999751891387416,TRUE
8638,2011,82.92522874067654,67.05348129105475,98.79697619029834,0.9998748654815836,TRUE
8675,2011,90.16873618596615,89.3564397413084,90.9810326306239,0,FALSE
8685,2011,83.85306643020056,82.50152662889151,85.2046062315096,0,FALSE
8758,2011,68.43705720166834,51.828329365788306,85.04578503754837,0.9999661902239263,TRUE
8770,2011,88.63807542422255,87.8462335555844,89.4299172928607,0,FALSE
8832,2011,85.14456730780893,83.8423432802629,86.44679133535496,0,FALSE
8849,2011,86.18088992762843,69.58667129482565,100,0.9995056350334802,TRUE
11001,2011,51.59052781572202,28.590000335227586,74.59105529621645,0.9999975555050425,TRUE
13001,2011,66.13402650461904,44.72456391966129,87.5434890895768,0.9999814420003253,TRUE
13006,2011,94.84272660632884,93.77117496143052,95.91427825122716,0,FALSE
13030,2011,93.17643049055697,92.44405695217469,93.90880402893924,0,FALSE
13042,2011,96.46046275904607,83.81142477630695,100,0.9997343791295095,TRUE
13052,2011,89.44147375494178,72.46252028045618,100,0.9997264617184444,TRUE
13062,2011,87.32640790255188,86.33402821232477,88.31878759277899,0,FALSE
13074,2011,95.51327319854747,94.64538948785666,96.38115690923827,0,FALSE
13140,2011,93.69083874767587,92.90378814503129,94.47788935032045,0,FALSE
13160,2011,85.30328686717618,75.30379795226477,95.3027757820876,0.9989505882556183,TRUE
13188,2011,92.39453035753763,91.59282199341317,93.1962387216621,0,FALSE
13212,2011,94.61790776220028,84.68896091241125,100,0.9996782143128295,TRUE
13222,2011,89.55314480034713,88.8031793299738,90.30311027072045,0,FALSE
13244,2011,93.90967049761413,82.63723278557754,100,0.999738967180724,TRUE
13248,2011,91.99241963234999,91.26678588631637,92.71805337838362,0,FALSE
13268,2011,92.21884181690064,91.49517918238963,92.94250445141164,0,FALSE
13300,2011,90.4215358357767,89.69372275270335,91.14934891885004,0,FALSE
13430,2011,89.14188367340735,76.92313106722798,100,0.9998707459281945,TRUE
13433,2011,95.72360435533311,80.03119656459619,100,0.9996982715714408,TRUE
13440,2011,92.87176459424981,92.12840145797912,93.6151277305205,0,FALSE
13442,2011,92.91827455621711,83.53449042932752,100,0.9997638718250594,TRUE
13458,2011,90.69748673232478,89.7868591262317,91.60811433841785,0,FALSE
13468,2011,95.17430379882387,94.09379391476772,96.25481368288003,0,FALSE
13473,2011,89.52846055614214,75.07687200757942,100,0.999691138478466,TRUE
13490,2011,85.4766359299285,83.78371248122716,87.16955937862986,0,FALSE
13549,2011,93.570740603015,92.80988068892586,94.33160051710414,0,FALSE
13580,2011,92.45579569652067,91.70689389647588,93.20469749656546,0,FALSE
13600,2011,91.25743980923977,82.3627944310079,100,0.9996868989381845,TRUE
13620,2011,89.5195517060651,88.69431295584468,90.34479045628552,0,FALSE
13647,2011,91.06394584345121,90.3471710698728,91.78072061702962,0,FALSE
13650,2011,91.88432876396679,91.16527434019947,92.60338318773411,0,FALSE
13654,2011,92.64776309880428,91.81125626769227,93.48426992991628,0,FALSE
13655,2011,98.73704604456705,97.99629236408519,99.47779972504891,0,FALSE
13657,2011,91.90851219322631,91.14018144316647,92.67684294328616,0,FALSE
13667,2011,88.55163380335323,87.6754177539201,89.42784985278635,0,FALSE
13670,2011,95.34432930561377,82.58523685263664,100,0.9996619938038884,TRUE
13673,2011,90.84382400096281,90.1240924372027,91.56355556472292,0,FALSE
13683,2011,87.91784829805151,86.98542268885957,88.85027390724345,0,FALSE
13688,2011,90.63958973064234,77.9030752084365,100,0.9997670528672572,TRUE
13744,2011,94.24983973138717,93.44821061011706,95.05146885265728,0,FALSE
13760,2011,88.08144101134111,87.18696616973509,88.97591585294714,0,FALSE
13780,2011,93.8878500793062,79.53593066846855,100,0.9996958038870675,TRUE
13810,2011,97.18605524757238,96.35384654394007,98.0182639512047,0,FALSE
13836,2011,72.60156864043219,50.8944414286216,94.30869585224278,0.999735516250938,TRUE
13838,2011,68.9244090709313,53.08715771629484,84.76166042556777,0.9997124575127817,TRUE
13873,2011,95.23288660394495,83.75790501529806,100,0.9996803532589926,TRUE
13894,2011,87.85716869540929,87.0306060257282,88.68373136509037,0,FALSE
15001,2011,54.75639069315965,32.658561820854146,76.85421956546516,0.9998946067038786,TRUE
15022,2011,77.4191310883697,75.96199380680379,78.8762683699356,0,FALSE
15047,2011,92.31240067347669,91.42951106432061,93.19529028263277,0,FALSE
15051,2011,87.60703219089334,86.88993760299847,88.3241267787882,0,FALSE
15087,2011,76.85490872686269,61.68213232718385,92.02768512654153,0.999031298397239,TRUE
15090,2011,93.72146096044148,82.8204865977073,100,0.9945922399042939,TRUE
15092,2011,58.725148596071634,42.38961045571402,75.06068673642925,0.9986630671239758,TRUE
15097,2011,87.1261982193341,86.30946305953088,87.94293337913732,0,FALSE
15104,2011,66.97020264873598,59.540559763221694,74.39984553425026,0,FALSE
15106,2011,92.38932354554505,76.79106875544227,100,0.9986193137041482,TRUE
15109,2011,92.823658495312,91.97614927803839,93.67116771258561,0,FALSE
15114,2011,80.52848879428028,79.00019893813202,82.05677865042854,0,FALSE
15131,2011,92.23521572912992,91.45933470961036,93.01109674864948,0,FALSE
15135,2011,87.86488304793424,87.14627546356807,88.58349063230041,0,FALSE
15162,2011,87.25210890128021,70.07462048003835,100,0.9990858622535278,TRUE
15172,2011,86.39615417902348,85.45147650313426,87.34083185491271,0,FALSE
15176,2011,84.46417030901773,66.38679309018502,100,0.999656178448843,TRUE
15180,2011,91.18982376739383,90.39811655049057,91.9815309842971,0,FALSE
15183,2011,91.52155263682664,90.62071818964105,92.42238708401223,0,FALSE
15185,2011,90.135488958069,77.29191926487218,100,0.9992819349733904,TRUE
15187,2011,84.63470783708166,70.38200307731736,98.88741259684596,0.9990545646522869,TRUE
15189,2011,88.33481470225696,87.5081546907908,89.16147471372312,0,FALSE
15204,2011,85.24814297560648,68.50344214431742,100,0.9993121002778463,TRUE
15212,2011,90.58576903320615,89.83710201689915,91.33443604951314,0,FALSE
15215,2011,75.10691627028542,72.97643470834598,77.23739783222487,0,FALSE
15218,2011,90.5342448565248,89.81015053123627,91.25833918181331,0,FALSE
15223,2011,87.22346229246169,86.37394613342038,88.072978451503,0,FALSE
15224,2011,90.59994670393527,89.78184126103088,91.41805214683967,0,FALSE
15226,2011,87.72487126764014,86.98452754235821,88.46521499292207,0,FALSE
15232,2011,96.23246499423452,95.29296906764738,97.17196092082166,0,FALSE
15236,2011,84.8953973100509,83.91824525128,85.8725493688218,0,FALSE
15238,2011,70.53583919233245,49.70621497909993,91.36546340556495,0.9998726969470153,TRUE
15244,2011,88.2918126643292,73.31345384690474,100,0.9986090928183042,TRUE
15248,2011,87.11937011632342,86.27390969032777,87.96483054231908,0,FALSE
15272,2011,72.0749730492557,54.710234293194105,89.4397118053173,0.9985648439381545,TRUE
15276,2011,87.07088582497647,86.05041409033723,88.09135755961572,0,FALSE
15293,2011,90.21786440302174,88.8154844080386,91.62024439800487,0,FALSE
15296,2011,84.63566805190015,83.76560339384453,85.50573270995578,0,FALSE
15299,2011,80.30523770590409,79.34709122967718,81.263384182131,0,FALSE
15317,2011,84.82925039818943,83.87239246777487,85.78610832860399,0,FALSE
15322,2011,79.83087609372632,78.85854076535718,80.80321142209546,0,FALSE
15325,2011,88.34523929036591,87.6170849397701,89.07339364096173,0,FALSE
15332,2011,90.42587988843455,76.92369526023526,100,0.9992294763193778,TRUE
15362,2011,81.36685398331946,80.24488537510737,82.48882259153154,0,FALSE
15367,2011,88.49978773482991,87.79011409611576,89.20946137354406,0,FALSE
15368,2011,87.60164529035693,86.67528845404847,88.52800212666538,0,FALSE
15377,2011,92.43284359899043,91.6490137507142,93.21667344726666,0,FALSE
15380,2011,82.02709189581138,67.88765499456838,96.16652879705438,0.9986649278891419,TRUE
15401,2011,90.87184819568526,89.9932125421465,91.75048384922403,0,FALSE
15403,2011,80.05103929762663,78.7131233010118,81.38895529424146,0,FALSE
15407,2011,74.63175541614666,73.14845023396249,76.11506059833083,0,FALSE
15425,2011,87.73312073339729,86.99408598633293,88.47215548046164,0,FALSE
15442,2011,92.32545011095618,90.97309244124554,93.677807780666825,0,FALSE
15455,2011,79.37820161059476,62.01065043925273,96.74575278193679,0.9989228648039813,TRUE
15464,2011,86.73945224011335,85.91206585622524,87.56683862400146,0,FALSE
15466,2011,82.60933851415744,81.56406454469209,83.6546124836228,0,FALSE
15469,2011,82.67129883105362,81.82870283950383,83.5138948226034,0,FALSE
15476,2011,90.36751227331989,89.6511936660775,91.08383088056227,0,FALSE
15480,2011,87.33584846726795,86.44031564817654,88.23138128635937,0,FALSE
15491,2011,60.93775734820884,55.34996863971877,66.52554605669891,0,FALSE
15494,2011,95.13072749904894,83.38799910748818,100,0.9990925078051524,TRUE
15500,2011,84.20559116769208,67.6900572452789,100,0.9946991926624487,TRUE
15507,2011,90.72118008001756,89.77495717594891,91.66740298408621,0,FALSE
15511,2011,89.30734081395809,74.98147975739182,100,0.9989383624972705,TRUE
15514,2011,84.1028915666435,83.03418244414378,85.17160068914323,0,FALSE
15516,2011,60.87089416959886,42.50464943707776,79.23713890211997,0.9996536235017595,TRUE
15518,2011,85.90014387973059,85.12731224512201,86.67297551433917,0,FALSE
15522,2011,81.36685219170512,69.24311538725931,93.49058899615093,0.9976481042426761,TRUE
15531,2011,87.31366929279679,75.85527034806029,98.77206823753329,0.9994898316175652,TRUE
15533,2011,89.58018305874486,88.86735622439484,90.29300989309489,0,FALSE
15537,2011,51.14287205923426,30.839136185702827,71.44660793276569,0.9989964127702555,TRUE
15542,2011,89.1992758719549,88.46764991780533,89.93090182610446,0,FALSE
15550,2011,91.89027485695863,91.09871145955222,92.68183825436503,0,FALSE
15572,2011,75.50634255185125,56.76264443856327,94.25004066513922,0.9996677853554579,TRUE
15580,2011,86.39500194120754,77.9290140239113,94.86098985850379,0.9995700166714144,TRUE
15599,2011,83.58886308554088,68.72396588468891,98.45376028639285,0.9995424580836356,TRUE
15600,2011,88.86805518654052,70.31764125849001,100,0.999499498613919,TRUE
15621,2011,87.87068548115468,86.479692593187,89.26167836912236,0,FALSE
15632,2011,88.77261367171424,88.03182335053988,89.5134039928886,0,FALSE
15638,2011,85.64956480636428,84.75429394714122,86.54483566558734,0,FALSE
15646,2011,67.2695757147707,63.187533016422464,71.35161841311893,0,FALSE
15660,2011,85.87049606439024,84.99662124700339,86.74437088177709,0,FALSE
15664,2011,90.5675574304958,89.809971526647,91.32514333434459,0,FALSE
15667,2011,85.92669441403832,85.14864662611933,86.70474220195732,0,FALSE
15673,2011,88.15001321965549,87.25416153964915,89.04586489966184,0,FALSE
15676,2011,87.5357367983503,86.70025796361192,88.37121563308868,0,FALSE
15681,2011,92.93157489807196,91.9831472357145,93.88000256042942,0,FALSE
15686,2011,91.36374811721562,90.49486613013522,92.23263010429602,0,FALSE
15690,2011,83.99292310963398,83.06610989857627,84.91973632069168,0,FALSE
15693,2011,77.64341055845546,76.05418473685076,79.23263638006016,0,FALSE
15696,2011,86.55175780751485,85.23472917445146,87.86878644057823,0,FALSE
15720,2011,85.22305405112472,84.34792345505225,86.09818464719719,0,FALSE
15723,2011,85.04936492474069,82.91757538710999,87.18115446237138,0,FALSE
15740,2011,94.05556862839498,93.1669806010549,94.94415665573506,0,FALSE
15753,2011,81.74780659399207,80.86046472083557,82.63514846714857,0,FALSE
15755,2011,80.26490418324855,78.17883212980503,82.35097623669206,0,FALSE
15757,2011,74.2040535836239,71.81184669335912,76.59626047388869,0,FALSE
15759,2011,63.74949386352144,43.157427822620505,84.34155990442237,0.9998766574459391,TRUE
15761,2011,83.87628039349312,82.90422544340083,84.8483353435854,0,FALSE
15762,2011,89.38912388455053,88.68087717591422,90.09737059318684,0,FALSE
15763,2011,87.90223863401228,72.13201594810191,100,0.9977394119571388,TRUE
15764,2011,92.00483198296394,91.11863824459557,92.8910257213323,0,FALSE
15774,2011,91.09483601711042,90.34209157730193,91.84758045691892,0,FALSE
15776,2011,87.99395915128262,87.24920224592938,88.73871605663587,0,FALSE
15778,2011,88.20107603062769,87.46846963243041,88.93368242882497,0,FALSE
15790,2011,58.332871932726086,41.725964321384765,74.9397795440674,0.9995905811973479,TRUE
15798,2011,85.26501432268982,83.54635723696614,86.9836714084135,0,FALSE
15804,2011,90.28713472731322,89.56468107961685,91.00958837500959,0,FALSE
15806,2011,76.94056946493977,55.915460299236706,97.96567863064283,0.9994732586254612,TRUE
15808,2011,99.99818771846583,83.13365558518234,100,0.9896165070425832,TRUE
15810,2011,90.82644997694413,90.04124197676119,91.61165797712708,0,FALSE
15814,2011,77.72140600865275,61.55190369984581,93.89090831745969,0.9994583717731883,TRUE
15816,2011,87.72386346812134,76.56113191220022,98.88659502404245,0.9992324940075021,TRUE
15820,2011,78.26633314209099,76.82999860128751,79.70266768289446,0,FALSE
15822,2011,91.98476559219264,91.12593861194647,92.84359257243882,0,FALSE
15832,2011,99.99974791180773,86.0616457893846,100,0.9952167211910641,TRUE
15835,2011,91.63598147934836,90.79975717109562,92.4722057876011,0,FALSE
15837,2011,71.45275742651836,51.543843890063265,91.36167096297345,0.9993200814386324,TRUE
15839,2011,98.35702963270265,84.88854433435208,100,0.998578389244767,TRUE
15842,2011,91.7075729490536,90.86446271587396,92.55068318223324,0,FALSE
15861,2011,90.07289238113574,74.84052241834948,100,0.9995883525884763,TRUE
15879,2011,92.63346846083236,91.77423722040555,93.49269970125917,0,FALSE
15897,2011,96.34771936984315,82.91421257625757,100,0.9985093215838141,TRUE
17001,2011,47.58660683743411,26.59594026161459,68.57727341325364,0.9999535402762796,TRUE
17013,2011,89.97842352990403,74.07629981089286,100,0.999347958093806,TRUE
17042,2011,88.19639817848214,71.65886450909433,100,0.9996755967825414,TRUE
17050,2011,89.51379168718799,88.67883429164647,90.34874908272951,0,FALSE
17088,2011,86.69280797048187,85.86095156269143,87.5246643782723,0,FALSE
17174,2011,79.92757740874696,59.77498734009086,100,0.9996260942903872,TRUE
17272,2011,83.35184025715617,66.78204012186067,99.92164039245166,0.9996235300773427,TRUE
17380,2011,70.43719170451257,52.07586607369052,88.79851733533462,0.9998654181747415,TRUE
17388,2011,84.82744596710806,83.78554832055788,85.86934361365824,0,FALSE
17433,2011,83.00082687055557,67.49596171040695,98.5056920307042,0.9996476843056369,TRUE
17442,2011,80.25972898299625,78.33134705782605,82.18811090816645,0,FALSE
17444,2011,88.88239277882742,88.1069517165223,89.65783384113254,0,FALSE
17446,2011,99.9998821108961,83.27853312205204,100,0.9971554972366897,TRUE
17486,2011,84.97379500159732,83.98677156187217,85.96081844132247,0,FALSE
17495,2011,84.50985441694307,83.58230287093303,85.43740596295311,0,FALSE
17513,2011,74.68571371367482,57.33136006151206,92.04006736583757,0.9996535510741816,TRUE
17524,2011,81.53208011276419,80.33590962514505,82.72825060038333,0,FALSE
17541,2011,81.37604112813695,66.10126074424878,96.65082151202512,0.9996439051597722,TRUE
17614,2011,56.96863705119058,43.33454733862482,70.60272676375635,0.9992253497816229,TRUE
17616,2011,94.0542035292319,76.84037418997801,100,0.999228758983704,TRUE
17653,2011,84.22441512585382,83.40496966794885,85.0438605837588,0,FALSE
17662,2011,88.75365536209962,87.97767061934064,89.5296401048586,0,FALSE
17665,2011,86.698502596606,70.66976401935209,100,0.9978272674533185,TRUE
17777,2011,73.34506650149203,56.65538548442249,90.03474751856157,0.9996273328640672,TRUE
17867,2011,84.04161485335514,83.090922517389,84.99230718932128,0,FALSE
17873,2011,48.85045423295145,28.76710164419447,68.93380682170843,0.9996906824296956,TRUE
17877,2011,81.5567053873617,80.48517201765362,82.62823875706978,0,FALSE
18001,2011,78.15070461991486,60.69625286145775,95.60515637837197,0.9999137514630829,TRUE
18029,2011,88.13634926264103,87.09311539139468,89.17958313388739,0,FALSE
18094,2011,88.09161853232357,87.23409977736334,88.94913728728379,0,FALSE
18150,2011,93.41825079165977,80.18896494940417,100,0.9994786677886065,TRUE
18205,2011,95.59609372825028,88.54776505775858,100,0.9993369753767154,TRUE
18247,2011,92.18159349019255,77.37450137896404,100,0.9992713415139562,TRUE
18256,2011,92.47810949519037,77.98298484329634,100,0.9994965398672393,TRUE
18410,2011,94.5131242382447,79.55710183966576,100,0.9993711535246848,TRUE
18460,2011,92.06113280608484,80.37727132116062,100,0.999319294208559,TRUE
18479,2011,92.73038560558642,91.98197436227206,93.47879684890079,0,FALSE
18592,2011,86.2882283641028,73.03280612682676,99.54365060137886,0.9994614447298679,TRUE
18610,2011,87.14071354036702,73.8409511736841,100,0.9994834550957394,TRUE
18753,2011,93.39104715430094,78.36367967674502,100,0.9998440813146424,TRUE
18756,2011,92.28414594920326,91.56550208354503,93.0027898148615,0,FALSE
18785,2011,93.26816073151481,92.52199120260043,94.01433026042919,0,FALSE
